instance_type,region,os,tenancy,pre_install,on_demand_hourly,reserved_one_all_yearly,reserved_one_partial_yearly,reserved_one_partial_hourly,reserved_one_no_hourly
i3.16xlarge,ap-northeast-1,Linux,Shared,NA,5.856,32677.0,16672.0,1.903,3.965
i3.4xlarge,ap-south-1,SUSE,Dedicated,NA,1.658,8982.0,4610.0,0.519,1.105
r3.xlarge,us-west-1,Windows,Dedicated,SQL Server Enterprise,2.092,16954.0,8500.0,0.97,1.984
t2.micro,us-west-1,RHEL,Shared,NA,0.075,616.0,48.0,0.066,0.0711
m4.large,sa-east-1,Windows,Shared,SQL Std,1.0,8059.0,4038.0,0.461,0.938
t2.xlarge,ap-northeast-2,RHEL,Shared,NA,0.316,2146.0,827.0,0.154,0.2433
i3.2xlarge,ap-south-1,Windows,Shared,SQL Server Enterprise,4.076,33454.0,16768.0,1.914,3.855
m3.large,us-gov-west-1,Windows,Dedicated,SQL Web,0.488,2681.0,1181.0,0.201,0.393
c4.8xlarge,ap-southeast-2,Windows,Shared,SQL Web,4.375,26015.0,13273.0,1.515,3.547
hs1.8xlarge,ap-southeast-2,Windows,Shared,SQL Std,9.32,66640.0,40800.0,3.105,9.082
i3.xlarge,us-east-2,Windows,Dedicated,SQL Std,1.654,13399.0,6719.0,0.767,1.547
i3.8xlarge,eu-central-1,Windows,Dedicated,SQL Web,5.31,36102.0,18238.0,2.082,4.254
d2.4xlarge,us-west-2,Windows,Dedicated,NA,3.368,13642.0,6961.0,0.794,1.859
d2.8xlarge,eu-central-1,Linux,Dedicated,NA,6.352,28312.0,14448.0,1.648,3.856
i3.16xlarge,us-east-1,SUSE,Dedicated,NA,5.092,28146.0,14388.0,1.635,3.46
m2.2xlarge,us-west-2,Windows,Shared,NA,0.69,3642.0,1588.0,0.243,0.496
m4.16xlarge,eu-central-1,SUSE,Dedicated,NA,3.94,21718.0,11108.0,1.261,2.6538
m1.xlarge,us-west-2,SUSE,Dedicated,NA,0.485,2131.0,1279.0,0.102,0.286
r4.large,ap-south-1,Windows,Dedicated,SQL Web,0.33,2289.0,1153.0,0.132,0.2681
r4.4xlarge,ap-south-1,Windows,Shared,SQL Web,2.234,15181.0,7654.0,0.874,1.7824
r4.8xlarge,sa-east-1,Windows,Shared,NA,5.952,35971.0,18221.0,2.08,4.2944
m3.medium,us-west-2,SUSE,Shared,NA,0.167,638.0,398.0,0.029,0.081
c3.xlarge,eu-west-1,SUSE,Dedicated,NA,0.363,1779.0,911.0,0.103,0.237
m2.2xlarge,eu-west-1,SUSE,Dedicated,NA,0.705,2466.0,1235.0,0.146,0.334
i3.8xlarge,us-east-1,Windows,Dedicated,NA,4.218,28215.0,14264.0,1.628,3.357
r4.16xlarge,us-east-2,Windows,Shared,SQL Std,25.222,205584.0,103016.0,11.76,23.954
i3.8xlarge,us-east-2,Windows,Dedicated,SQL Web,4.782,33156.0,16734.0,1.91,4.124
p2.16xlarge,ap-northeast-1,Windows,Shared,NA,27.616,167103.0,84994.0,9.702,20.228
i3.16xlarge,eu-west-1,Linux,Shared,NA,5.504,30713.0,15670.0,1.789,3.763
c3.large,us-east-1,SUSE,Shared,NA,0.205,809.0,502.0,0.037,0.109
c3.4xlarge,us-west-2,Windows,Shared,NA,1.504,9663.0,3474.0,0.729,1.317
m3.2xlarge,eu-central-1,Windows,Dedicated,NA,1.25,7414.0,2980.0,0.524,1.013
r4.16xlarge,eu-west-1,Linux,Dedicated,NA,4.742,24425.0,12462.0,1.423,2.9904
r4.large,us-west-2,Windows,Dedicated,SQL Web,0.309,2180.0,1098.0,0.125,0.2554
c1.medium,us-east-1,Windows,Dedicated,SQL Web,0.341,1738.0,704.0,0.122,0.236
m2.2xlarge,eu-west-1,Windows,Dedicated,SQL Web,0.935,5017.0,2046.0,0.351,0.684
i3.8xlarge,ap-southeast-2,Linux,Dedicated,NA,3.291,18365.0,9370.0,1.07,2.255
r3.large,ap-southeast-1,SUSE,Dedicated,NA,0.319,1516.0,988.0,0.063,0.196
c4.xlarge,ap-southeast-1,SUSE,Shared,NA,0.331,1561.0,824.0,0.087,0.191
c4.xlarge,ap-southeast-2,Windows,Dedicated,SQL Std,1.598,10650.0,5432.0,0.62,1.451
c4.4xlarge,us-east-1,Linux,Dedicated,NA,0.876,4563.0,2328.0,0.266,0.554
i3.2xlarge,us-gov-west-1,SUSE,Dedicated,NA,0.927,4906.0,2531.0,0.282,0.597
i3.4xlarge,ap-southeast-1,Windows,Shared,SQL Std,6.738,54268.0,27219.0,3.107,6.267
i2.2xlarge,ap-southeast-1,Linux,Shared,NA,2.035,8983.0,5242.0,0.448,1.22
c3.4xlarge,us-gov-west-1,SUSE,Dedicated,NA,1.218,6035.0,3636.0,0.287,0.814
c1.medium,us-west-1,RHEL,Shared,NA,0.208,1349.0,405.0,0.111,0.171
m3.medium,sa-east-1,Windows,Dedicated,NA,0.174,1358.0,625.0,0.087,0.163
r3.xlarge,ap-south-1,Windows,Dedicated,SQL Std,1.398,10142.0,5095.0,0.582,1.209
c4.large,ca-central-1,RHEL,Dedicated,NA,0.181,1184.0,336.0,0.098,0.141
m4.10xlarge,us-east-2,SUSE,Dedicated,NA,2.1,11150.0,5344.0,0.646,1.513
r4.8xlarge,eu-west-1,Windows,Dedicated,SQL Web,4.644,31269.0,15772.0,1.8,3.6807
c4.8xlarge,us-west-1,RHEL,Dedicated,NA,2.123,12290.0,5690.0,0.78,1.491
m3.medium,eu-central-1,SUSE,Shared,NA,0.179,754.0,422.0,0.04,0.093
i3.2xlarge,sa-east-1,Windows,Dedicated,NA,1.626,10246.0,5195.0,0.593,1.227
m1.large,us-west-2,Windows,Shared,NA,0.299,1703.0,660.0,0.123,0.232
m3.xlarge,us-gov-west-1,Windows,Shared,SQL Web,0.887,3485.0,1534.0,0.262,0.511
i2.xlarge,ap-southeast-1,Windows,Shared,SQL Server Enterprise,2.702,19235.0,9663.0,1.103,2.295
r3.4xlarge,eu-west-1,Windows,Dedicated,SQL Web,2.516,12940.0,8581.0,0.528,1.764
c3.4xlarge,ap-northeast-1,Windows,Dedicated,NA,2.034,12019.0,3718.0,0.975,1.637
i3.16xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,31.936,263885.0,132227.0,15.094,30.371
i2.8xlarge,ap-south-1,Linux,Shared,NA,7.733,34102.0,17399.0,1.986,4.648
r4.large,ap-south-1,SUSE,Dedicated,NA,0.267,1151.0,615.0,0.063,0.1381
c3.2xlarge,us-east-1,Windows,Dedicated,NA,0.827,5306.0,1907.0,0.4,0.722
x1.16xlarge,ap-northeast-1,RHEL,Dedicated,NA,10.768,54729.0,27342.0,3.251,6.685
m4.large,ap-northeast-1,Windows,Shared,SQL Std,0.975,6173.0,3150.0,0.36,0.841
g2.2xlarge,us-west-2,Windows,Shared,SQL Web,0.957,5688.0,3483.0,0.265,0.775
c4.large,eu-west-1,Windows,Dedicated,SQL Web,0.378,2129.0,1077.0,0.123,0.248
m4.large,ca-central-1,RHEL,Dedicated,NA,0.1821,1139.0,313.0,0.0958,0.1351
c4.large,ca-central-1,Windows,Shared,NA,0.202,1404.0,708.0,0.081,0.166
d2.8xlarge,ap-southeast-1,Windows,Dedicated,NA,7.638,30701.0,15664.0,1.788,4.184
i3.large,ap-northeast-2,Windows,Shared,SQL Std,1.402,11700.0,5860.0,0.669,1.343
g2.2xlarge,ap-northeast-1,Windows,Dedicated,SQL Std,4.304,30861.0,12594.0,2.157,4.206
i2.8xlarge,us-west-2,Windows,Shared,SQL Server Enterprise,20.292,142946.0,71727.0,8.188,16.87
c3.large,ap-southeast-1,RHEL,Dedicated,NA,0.205,1365.0,392.0,0.114,0.173
t2.medium,sa-east-1,RHEL,Shared,NA,0.141,929.0,206.0,0.084,0.1096
r3.8xlarge,us-west-2,Windows,Dedicated,SQL Std,8.615,55716.0,36954.0,2.272,7.594
c4.large,eu-central-1,Linux,Shared,NA,0.114,644.0,328.0,0.038,0.079
i3.large,ap-southeast-1,RHEL,Dedicated,NA,0.266,1673.0,586.0,0.127,0.201
c3.2xlarge,us-gov-west-1,Windows,Dedicated,SQL Web,1.283,6707.0,2730.0,0.469,0.914
c4.4xlarge,us-west-2,Windows,Shared,SQL Std,5.538,30837.0,15732.0,1.796,4.203
c4.xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,1.947,16112.0,8070.0,0.921,1.85
i3.xlarge,us-east-1,Windows,Dedicated,SQL Web,0.598,4149.0,2094.0,0.239,0.491
m3.medium,eu-west-1,Windows,Shared,NA,0.129,836.0,291.0,0.064,0.114
r4.16xlarge,us-gov-west-1,Linux,Dedicated,NA,5.107,26306.0,13421.0,1.532,3.2256
c4.4xlarge,us-east-2,RHEL,Shared,NA,0.926,5285.0,2116.0,0.372,0.695
i2.4xlarge,ap-south-1,Windows,Dedicated,NA,5.063,25207.0,12795.0,1.461,3.293
c3.8xlarge,ap-southeast-1,RHEL,Shared,NA,2.247,12775.0,5704.0,0.837,1.698
i3.2xlarge,eu-west-1,Windows,Shared,SQL Server Enterprise,4.056,33343.0,16711.0,1.908,3.838
r3.large,us-east-1,Windows,Shared,SQL Web,0.386,1994.0,1322.0,0.081,0.272
i2.xlarge,us-east-2,Linux,Shared,NA,0.853,3114.0,1820.0,0.155,0.424
c3.4xlarge,us-west-1,Linux,Shared,NA,0.956,5388.0,2608.0,0.33,0.72
r3.8xlarge,ap-southeast-1,RHEL,Dedicated,NA,3.322,18976.0,11810.0,0.86,2.516
c4.large,ap-southeast-1,Linux,Shared,NA,0.115,644.0,328.0,0.038,0.079
m4.xlarge,us-west-1,Windows,Dedicated,SQL Web,0.5124,3324.0,1696.0,0.194,0.4421
x1.16xlarge,ap-southeast-1,Windows,Dedicated,SQL Web,14.909,91004.0,46049.0,5.257,10.581
c4.xlarge,ap-southeast-2,Windows,Shared,SQL Server Enterprise,1.945,16186.0,8107.0,0.926,1.852
m4.16xlarge,us-east-2,Linux,Shared,NA,3.2,16208.0,8269.0,0.944,1.9824
x1.16xlarge,ap-northeast-2,Windows,Dedicated,SQL Std,34.809,265328.0,133211.0,15.207,26.809
m2.xlarge,us-east-1,Linux,Shared,NA,0.245,815.0,473.0,0.041,0.111
c3.8xlarge,eu-central-1,RHEL,Dedicated,NA,2.194,12764.0,6096.0,0.791,1.666
i3.2xlarge,us-east-1,SUSE,Dedicated,NA,0.786,4120.0,2130.0,0.236,0.504
c3.xlarge,ap-northeast-1,Windows,Shared,SQL Server Enterprise,1.939,16258.0,8144.0,0.93,1.889
g2.8xlarge,ap-northeast-1,RHEL,Shared,NA,3.722,21676.0,13624.0,0.97,2.842
t2.large,ap-southeast-1,Windows,Shared,SQL Web,0.368,1936.0,990.0,0.113,0.1931
d2.2xlarge,us-west-2,Windows,Dedicated,NA,1.761,7147.0,3647.0,0.416,0.974
m4.4xlarge,ca-central-1,Windows,Dedicated,SQL Server Enterprise,7.7128,63918.0,32009.0,3.654,7.3366
i3.xlarge,sa-east-1,Windows,Shared,SQL Server Enterprise,2.256,17944.0,9004.0,1.028,2.075
x1.16xlarge,us-east-2,Windows,Dedicated,NA,10.28,62751.0,31753.0,3.625,7.981
m4.16xlarge,eu-central-1,Windows,Shared,SQL Std,19.416,119090.0,60759.0,6.936,16.23
x1.16xlarge,ap-southeast-2,Windows,Shared,SQL Web,13.942,86133.0,43563.0,4.973,9.985
c3.2xlarge,us-west-2,Windows,Shared,SQL Web,1.083,5658.0,2305.0,0.396,0.771
c4.4xlarge,eu-west-1,Windows,Shared,NA,1.641,10926.0,5576.0,0.637,1.358
x1.16xlarge,ap-northeast-2,Windows,Dedicated,SQL Web,14.909,91004.0,46049.0,5.257,10.581
r4.8xlarge,ap-northeast-1,Windows,Dedicated,SQL Server Enterprise,16.288,132520.0,66408.0,7.581,15.2461
i3.large,ap-northeast-2,Linux,Dedicated,NA,0.201,1123.0,573.0,0.065,0.136
m2.4xlarge,eu-west-1,Windows,Shared,NA,1.38,9187.0,3172.0,0.708,1.252
r3.8xlarge,us-west-1,Windows,Dedicated,SQL Std,8.899,57459.0,38110.0,2.343,7.832
m4.2xlarge,ap-southeast-1,SUSE,Shared,NA,0.6,2831.0,1472.0,0.161,0.3438
r4.16xlarge,sa-east-1,Windows,Dedicated,NA,11.904,71941.0,36442.0,4.16,8.5888
c3.8xlarge,us-gov-west-1,Windows,Dedicated,NA,3.344,21052.0,7563.0,1.589,2.869
r4.4xlarge,us-east-2,RHEL,Shared,NA,1.194,6619.0,2796.0,0.449,0.802
d2.8xlarge,ap-south-1,RHEL,Shared,NA,6.742,29743.0,14594.0,1.796,4.028
g2.8xlarge,eu-central-1,Linux,Shared,NA,3.088,16596.0,8468.0,0.968,2.26
i3.xlarge,eu-central-1,Windows,Shared,SQL Web,0.627,4310.0,2176.0,0.248,0.507
c1.xlarge,us-east-1,RHEL,Shared,NA,0.65,3819.0,1620.0,0.26,0.494
c1.medium,ap-northeast-1,Linux,Dedicated,NA,0.174,1025.0,487.0,0.064,0.132
r3.8xlarge,ap-south-1,Windows,Dedicated,SQL Std,10.168,79458.0,39902.0,4.555,9.446
m4.16xlarge,ap-northeast-1,Windows,Shared,SQL Std,20.419,119090.0,60759.0,6.936,16.23
r3.large,sa-east-1,Linux,Dedicated,NA,0.385,2153.0,1099.0,0.125,0.293
c4.4xlarge,us-west-1,SUSE,Shared,NA,1.097,5870.0,3023.0,0.338,0.713
m2.xlarge,ap-southeast-1,SUSE,Dedicated,NA,0.426,1494.0,736.0,0.09,0.202
m3.large,us-gov-west-1,SUSE,Shared,NA,0.268,1134.0,784.0,0.047,0.158
hi1.4xlarge,us-west-2,Windows,Shared,NA,3.58,16586.0,7280.0,1.101,2.26
i2.xlarge,ap-northeast-2,Windows,Shared,SQL Server Enterprise,2.685,19326.0,9710.0,1.108,2.307
c4.large,sa-east-1,SUSE,Dedicated,NA,0.27,1279.0,680.0,0.071,0.154
m4.2xlarge,ap-southeast-2,Windows,Shared,SQL Std,2.515,15183.0,7746.0,0.884,2.069
r3.xlarge,ap-southeast-2,Linux,Dedicated,NA,0.439,2452.0,1624.0,0.101,0.328
m4.4xlarge,ap-southeast-2,Windows,Shared,SQL Server Enterprise,7.736,64502.0,32307.0,3.688,7.408
c3.8xlarge,sa-east-1,Windows,Dedicated,NA,3.928,30481.0,21800.0,1.062,3.676
t2.micro,us-west-1,Linux,Shared,NA,0.015,94.0,48.0,0.006,0.0111
c4.xlarge,ca-central-1,Linux,Shared,NA,0.218,1201.0,613.0,0.07,0.147
r3.2xlarge,eu-central-1,Linux,Shared,NA,0.8,4319.0,2976.0,0.163,0.585
m3.xlarge,eu-west-1,Windows,Shared,NA,0.517,3333.0,1168.0,0.255,0.455
c4.4xlarge,ap-south-1,SUSE,Dedicated,NA,1.066,5608.0,2889.0,0.323,0.689
m4.4xlarge,ap-southeast-2,RHEL,Shared,NA,1.13,6633.0,2803.0,0.45,0.802
x1.32xlarge,eu-central-1,SUSE,Dedicated,NA,18.774,94368.0,48175.0,5.492,11.541
c3.8xlarge,us-east-1,Windows,Dedicated,SQL Web,4.332,22605.0,9217.0,1.581,3.081
c3.4xlarge,ap-northeast-1,Windows,Dedicated,SQL Server Enterprise,7.859,65625.0,32880.0,3.753,7.638
p2.xlarge,ap-northeast-1,SUSE,Shared,NA,1.642,9122.0,4682.0,0.527,1.113
i2.2xlarge,us-west-2,RHEL,Dedicated,NA,2.006,7427.0,4004.0,0.408,1.075
i2.2xlarge,ap-south-1,Windows,Dedicated,SQL Std,4.089,25013.0,12602.0,1.439,3.063
c4.large,us-west-2,RHEL,Shared,NA,0.16,1041.0,263.0,0.09,0.123
m1.large,us-gov-west-1,Linux,Shared,NA,0.211,914.0,564.0,0.047,0.132
m3.medium,sa-east-1,Windows,Shared,SQL Web,0.235,1389.0,594.0,0.094,0.189
m4.10xlarge,us-east-2,Windows,Dedicated,SQL Web,4.582,25308.0,12912.0,1.474,3.449
m3.medium,us-west-1,SUSE,Shared,NA,0.177,733.0,398.0,0.04,0.094
i3.2xlarge,sa-east-1,Windows,Shared,SQL Server Enterprise,4.512,35887.0,18009.0,2.056,4.149
m4.10xlarge,eu-west-1,Windows,Shared,SQL Std,11.926,73125.0,37309.0,4.259,9.966
m2.xlarge,sa-east-1,Windows,Shared,SQL Std,1.314,7001.0,2860.0,0.489,0.954
i2.2xlarge,eu-central-1,Windows,Shared,NA,2.267,10405.0,4564.0,0.691,1.418
i2.2xlarge,us-west-2,Linux,Dedicated,NA,1.876,6860.0,4004.0,0.342,0.932
r3.2xlarge,ap-northeast-2,Windows,Shared,SQL Std,2.582,20083.0,10087.0,1.152,2.391
m3.large,us-gov-west-1,Windows,Shared,SQL Web,0.444,2437.0,1074.0,0.183,0.358
m3.2xlarge,ap-southeast-1,Linux,Shared,NA,0.784,4050.0,1961.0,0.248,0.544
x1.32xlarge,ap-northeast-1,Windows,Shared,SQL Web,27.883,172266.0,87127.0,9.946,19.97
m3.xlarge,sa-east-1,Windows,Shared,SQL Web,0.939,5250.0,2256.0,0.354,0.715
m2.4xlarge,eu-west-1,Windows,Dedicated,SQL Std,3.274,15233.0,6217.0,1.065,2.075
m4.large,ap-southeast-1,Windows,Dedicated,NA,0.2295,1505.0,759.0,0.0867,0.1775
i2.xlarge,ap-northeast-1,Windows,Dedicated,SQL Server Enterprise,2.785,19783.0,9943.0,1.135,2.37
i2.2xlarge,eu-west-1,Windows,Shared,SQL Std,2.459,14088.0,4599.0,1.116,1.92
r3.4xlarge,ap-northeast-2,Linux,Dedicated,NA,1.756,9812.0,5006.0,0.571,1.337
c3.4xlarge,sa-east-1,SUSE,Shared,NA,1.4,7844.0,5596.0,0.275,1.02
d2.2xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,4.748,35408.0,17764.0,2.028,4.173
c4.4xlarge,us-west-2,RHEL,Dedicated,NA,1.006,5702.0,2328.0,0.396,0.684
i2.2xlarge,us-east-2,Linux,Shared,NA,1.705,6237.0,3640.0,0.311,0.848
c4.2xlarge,us-west-2,SUSE,Shared,NA,0.498,2368.0,1236.0,0.134,0.285
c4.8xlarge,us-gov-west-1,SUSE,Dedicated,NA,2.015,10197.0,5231.0,0.59,1.243
x1.32xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,69.894,552696.0,277171.0,31.641,63.752
c4.8xlarge,ap-southeast-1,RHEL,Dedicated,NA,1.978,11329.0,5199.0,0.724,1.39
r3.2xlarge,eu-central-1,Windows,Dedicated,SQL Web,2.196,9981.0,6616.0,0.408,1.36
i3.8xlarge,ap-southeast-1,SUSE,Dedicated,NA,3.391,18655.0,9546.0,1.083,2.288
c4.2xlarge,ap-southeast-1,Windows,Shared,NA,0.83,5773.0,2908.0,0.333,0.683
r3.2xlarge,sa-east-1,SUSE,Shared,NA,1.499,8119.0,4171.0,0.469,1.1
m3.2xlarge,sa-east-1,RHEL,Shared,NA,0.891,4675.0,2178.0,0.296,0.61
r3.xlarge,us-east-2,Windows,Shared,SQL Std,1.378,8898.0,5902.0,0.363,1.213
c4.xlarge,ca-central-1,Windows,Dedicated,NA,0.424,2934.0,1480.0,0.169,0.346
r3.xlarge,eu-west-1,Linux,Dedicated,NA,0.408,2199.0,1458.0,0.09,0.298
i3.4xlarge,ap-northeast-2,RHEL,Dedicated,NA,1.74,10125.0,4585.0,0.653,1.22
i2.2xlarge,ap-south-1,Windows,Shared,SQL Server Enterprise,5.301,38037.0,19106.0,2.181,4.531
r3.4xlarge,eu-central-1,RHEL,Shared,NA,1.73,9778.0,5954.0,0.457,1.3
d2.2xlarge,us-west-2,Windows,Shared,SQL Server Enterprise,4.748,35408.0,17764.0,2.028,4.173
c1.xlarge,us-gov-west-1,Windows,Dedicated,SQL Web,1.522,6443.0,2830.0,0.485,0.946
m4.xlarge,eu-west-1,Windows,Dedicated,SQL Server Enterprise,1.9282,16112.0,8070.0,0.9212,1.8503
r4.xlarge,us-gov-west-1,Windows,Dedicated,NA,0.535,3420.0,1728.0,0.197,0.4058
i2.8xlarge,us-gov-west-1,SUSE,Dedicated,NA,8.284,30184.0,17648.0,1.501,4.108
r3.4xlarge,ap-southeast-2,Windows,Dedicated,SQL Server Enterprise,8.492,68822.0,34511.0,3.94,8.074
g2.2xlarge,us-east-1,Linux,Shared,NA,0.65,3478.0,2306.0,0.142,0.474
d2.2xlarge,us-east-2,Windows,Shared,NA,1.601,6497.0,3315.0,0.378,0.885
i2.2xlarge,us-east-2,RHEL,Dedicated,NA,2.006,7427.0,4004.0,0.408,1.075
i3.4xlarge,eu-central-1,Windows,Dedicated,SQL Server Enterprise,8.373,68141.0,34164.0,3.9,7.845
x1.16xlarge,ap-northeast-1,Windows,Dedicated,SQL Web,14.909,91004.0,46049.0,5.257,10.581
i3.2xlarge,us-east-2,Windows,Shared,SQL Server Enterprise,3.992,32986.0,16528.0,1.887,3.843
c4.4xlarge,ap-southeast-2,Windows,Dedicated,SQL Web,2.261,14901.0,7507.0,0.858,1.757
d2.xlarge,us-west-2,SUSE,Dedicated,NA,0.869,3561.0,1850.0,0.204,0.483
x1.16xlarge,eu-west-1,Linux,Dedicated,NA,8.803,44354.0,22629.0,2.583,5.425
i2.8xlarge,ap-south-1,Windows,Dedicated,SQL Web,9.789,52112.0,26404.0,3.014,6.704
r4.xlarge,ap-northeast-2,RHEL,Dedicated,NA,0.412,2339.0,925.0,0.166,0.2818
x1.32xlarge,eu-west-1,RHEL,Shared,NA,16.136,81777.0,41142.0,4.827,9.994
m1.medium,ap-southeast-1,RHEL,Dedicated,NA,0.189,1188.0,297.0,0.105,0.151
d2.8xlarge,ap-northeast-2,Windows,Shared,NA,8.408,45543.0,23088.0,2.636,5.886
i3.large,ap-southeast-2,Windows,Shared,SQL Web,0.35,2471.0,1246.0,0.142,0.291
cr1.8xlarge,ap-northeast-1,Linux,Shared,NA,4.105,15311.0,8222.0,0.845,2.086
r3.xlarge,us-west-1,Windows,Shared,SQL Web,0.787,4047.0,2686.0,0.165,0.552
x1.32xlarge,us-east-1,Linux,Shared,NA,13.338,67199.0,34285.0,3.914,8.219
c4.xlarge,ca-central-1,Windows,Shared,SQL Std,1.529,12685.0,6355.0,0.725,1.458
m4.xlarge,us-east-2,Windows,Shared,SQL Std,1.11,7053.0,3599.0,0.411,0.961
c3.xlarge,us-west-2,Windows,Shared,SQL Std,1.066,5655.0,2310.0,0.395,0.771
m2.4xlarge,us-gov-west-1,SUSE,Shared,NA,1.271,4072.0,2307.0,0.237,0.58
m4.2xlarge,us-west-1,Windows,Shared,SQL Web,0.984,6018.0,3070.0,0.351,0.82
i2.xlarge,us-gov-west-1,Windows,Shared,SQL Web,1.164,4871.0,2483.0,0.284,0.664
x1.16xlarge,us-east-2,Windows,Shared,SQL Std,30.84,245339.0,123012.0,14.042,28.75
m4.xlarge,ap-south-1,Linux,Dedicated,NA,0.2706,1379.0,703.0,0.0803,0.1686
m4.16xlarge,ap-southeast-1,Windows,Dedicated,SQL Web,8.071,50931.0,25986.0,2.966,6.5574
x1.32xlarge,ap-south-1,Windows,Dedicated,SQL Std,66.718,516063.0,258976.0,29.564,51.829
m3.large,ap-southeast-1,RHEL,Dedicated,NA,0.276,1680.0,540.0,0.134,0.215
r4.16xlarge,us-gov-west-1,Windows,Dedicated,SQL Web,9.178,61968.0,31252.0,3.568,7.2966
c4.8xlarge,us-west-2,RHEL,Shared,NA,1.721,9432.0,4231.0,0.613,1.138
c1.medium,ap-southeast-1,Windows,Shared,NA,0.266,1493.0,472.0,0.12,0.203
i3.xlarge,ap-southeast-1,RHEL,Dedicated,NA,0.471,2821.0,1171.0,0.194,0.342
m3.2xlarge,us-west-1,Windows,Dedicated,NA,1.232,7543.0,2639.0,0.578,1.028
c4.xlarge,sa-east-1,SUSE,Dedicated,NA,0.44,2274.0,1188.0,0.129,0.276
i3.2xlarge,us-east-2,Linux,Shared,NA,0.624,3482.0,1777.0,0.203,0.428
r3.xlarge,sa-east-1,Linux,Dedicated,NA,0.77,4306.0,2197.0,0.251,0.587
c3.4xlarge,ap-northeast-1,RHEL,Dedicated,NA,1.253,7845.0,3139.0,0.556,0.996
i2.xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,2.809,18861.0,9473.0,1.081,2.244
m4.xlarge,us-east-1,Linux,Dedicated,NA,0.22,1114.0,569.0,0.0649,0.1363
r3.large,us-east-1,SUSE,Dedicated,NA,0.283,1139.0,741.0,0.047,0.148
r4.16xlarge,ap-northeast-1,Windows,Dedicated,SQL Std,26.086,210035.0,105286.0,12.019,24.1916
c3.large,ap-northeast-1,RHEL,Shared,NA,0.188,1268.0,357.0,0.107,0.157
r3.2xlarge,us-west-2,Windows,Dedicated,SQL Web,1.673,8626.0,5725.0,0.352,1.176
m4.2xlarge,us-gov-west-1,RHEL,Shared,NA,0.634,3886.0,1402.0,0.29,0.466
i3.2xlarge,us-west-1,Windows,Shared,NA,1.056,7063.0,3571.0,0.408,0.838
m4.4xlarge,eu-central-1,Windows,Shared,SQL Std,4.776,29779.0,15193.0,1.734,4.058
cc2.8xlarge,us-west-2,SUSE,Shared,NA,2.1,8274.0,5176.0,0.373,1.126
x1.32xlarge,us-east-1,Windows,Dedicated,NA,19.226,118778.0,60075.0,6.858,14.107
r3.xlarge,us-west-1,Windows,Dedicated,SQL Web,0.866,4451.0,2955.0,0.181,0.606
i2.xlarge,us-gov-west-1,RHEL,Shared,NA,1.083,4252.0,2184.0,0.246,0.569
r3.xlarge,ap-northeast-1,Windows,Shared,SQL Web,0.787,3971.0,2631.0,0.162,0.541
c4.large,eu-west-1,Linux,Shared,NA,0.113,635.0,324.0,0.037,0.078
m4.10xlarge,eu-west-1,Linux,Dedicated,NA,2.22,12362.0,6307.0,0.72,1.512
m2.2xlarge,us-west-1,Windows,Dedicated,NA,0.825,5045.0,1747.0,0.388,0.687
m4.xlarge,ap-northeast-2,Windows,Shared,SQL Std,1.223,9331.0,4681.0,0.534,1.099
c4.large,eu-central-1,Windows,Dedicated,SQL Web,0.379,2137.0,1077.0,0.124,0.25
c3.2xlarge,us-west-2,RHEL,Dedicated,NA,0.592,3614.0,1434.0,0.257,0.464
i2.8xlarge,ap-northeast-1,Windows,Dedicated,NA,8.903,48656.0,21354.0,3.23,6.631
r4.xlarge,eu-west-1,Windows,Shared,SQL Std,1.6074,13011.0,6521.0,0.744,1.4979
i3.4xlarge,ap-northeast-2,SUSE,Shared,NA,1.564,8459.0,4344.0,0.489,1.024
m4.large,ca-central-1,Windows,Dedicated,SQL Web,0.2851,2042.0,1027.0,0.1173,0.2381
i3.8xlarge,eu-central-1,SUSE,Dedicated,NA,3.374,18557.0,9496.0,1.077,2.251
m4.2xlarge,ap-southeast-2,Windows,Dedicated,SQL Server Enterprise,3.918,32526.0,16294.0,1.86,3.7376
c4.8xlarge,ap-southeast-2,Windows,Shared,SQL Server Enterprise,17.241,144270.0,72252.0,8.248,16.5
i3.16xlarge,ap-south-1,Linux,Dedicated,NA,5.664,31606.0,16125.0,1.841,3.898
c4.8xlarge,eu-central-1,Windows,Dedicated,SQL Web,4.107,25999.0,13270.0,1.514,3.548
i3.large,us-east-1,Windows,Shared,NA,0.248,1676.0,847.0,0.097,0.199
c3.8xlarge,ap-northeast-1,SUSE,Shared,NA,2.143,12299.0,5884.0,0.761,1.588
m3.large,ap-southeast-1,SUSE,Dedicated,NA,0.316,1408.0,734.0,0.08,0.189
c4.large,ap-northeast-1,RHEL,Dedicated,NA,0.199,1340.0,416.0,0.107,0.159
r3.large,ap-northeast-2,SUSE,Shared,NA,0.3,1406.0,745.0,0.078,0.185
m4.large,eu-central-1,Windows,Shared,NA,0.212,1476.0,745.0,0.085,0.1739
d2.8xlarge,ca-central-1,Windows,Shared,NA,7.728,40488.0,20509.0,2.341,5.197
